3.310800000000000409e+00,-7.647359440000000674e+00
3.339280000000000470e+00,-7.741999395000000561e+00
3.367760000000000087e+00,-7.822276925000000602e+00
3.396240000000000148e+00,-7.888965714999999435e+00
3.424720000000000208e+00,-7.942914079999999544e+00
3.453200000000000269e+00,-7.984878930000000707e+00
3.481680000000000330e+00,-8.015522725000000293e+00
3.510160000000000391e+00,-8.035609329999999773e+00
3.538640000000000452e+00,-8.045750220000000397e+00
3.567120000000000068e+00,-8.046526865000000583e+00
3.595600000000000129e+00,-8.038576685000000666e+00
3.624080000000000190e+00,-8.022450595000000462e+00
3.652560000000000251e+00,-7.998703414999999595e+00
3.681040000000000312e+00,-7.967814969999999164e+00
3.709520000000000373e+00,-7.930307335000000180e+00
3.738000000000000433e+00,-7.886631644999999580e+00
3.766480000000000050e+00,-7.837233799999999917e+00
3.794960000000000111e+00,-7.782545295000000252e+00
3.823440000000000172e+00,-7.722980059999999369e+00
3.851920000000000233e+00,-7.658908195000000418e+00
3.880400000000000293e+00,-7.590656409999999354e+00
