2.293380000000000418e+00,6.616197423311355408e+00,-7.720578174999999987e+00
2.313108000000000164e+00,6.700000000000000178e+00,-7.812663702500000085e+00
2.332836000000000354e+00,6.654588721830012155e+00,-7.891085515000000328e+00
2.352564000000000544e+00,6.700052627437794506e+00,-7.956410542500000460e+00
2.372292000000000289e+00,6.700000000000000178e+00,-8.009454560000000001e+00
2.392020000000000479e+00,6.700000000000000178e+00,-8.050913100000000711e+00
2.411748000000000225e+00,6.710596227654876067e+00,-8.081447897500000366e+00
2.431476000000000415e+00,6.723415425607680795e+00,-8.101701954999999344e+00
2.451204000000000605e+00,6.745766295792534173e+00,-8.112242560000000324e+00
2.470932000000000350e+00,6.776456736482256105e+00,-8.113692797500000609e+00
2.490660000000000096e+00,6.779026837959071017e+00,-8.106501959999999229e+00
2.510388000000000286e+00,6.792362722455341562e+00,-8.091264747500000354e+00
2.530116000000000476e+00,6.810655656626283694e+00,-8.068426547499999657e+00
2.549844000000000221e+00,6.826089944223787676e+00,-8.038473792499999604e+00
2.569572000000000411e+00,6.856324006798413251e+00,-8.001848187500000265e+00
2.589300000000000157e+00,6.849360126918470293e+00,-7.958915237499999407e+00
2.609028000000000347e+00,6.700000000000000178e+00,-7.909421280000000110e+00
2.628756000000000537e+00,6.884719167516178295e+00,-7.855956295000000367e+00
2.648484000000000282e+00,6.891271349555774250e+00,-7.796645944999999855e+00
2.668212000000000472e+00,6.900808132983777377e+00,-7.732592665000000309e+00
2.687940000000000218e+00,6.926143112944597391e+00,-7.664171200000000184e+00
