1.997460000000000235e+00,-3.936052274999999767e+00
2.017188000000000425e+00,-4.364976470000000219e+00
2.036916000000000171e+00,-4.761652814999999705e+00
2.056644000000000361e+00,-5.127794289999998867e+00
2.076372000000000551e+00,-5.465120849999999919e+00
2.096100000000000296e+00,-5.775172545000000213e+00
2.115828000000000486e+00,-6.059404105000000484e+00
2.135556000000000232e+00,-6.319262714999999808e+00
2.155283999999999978e+00,-6.556069479999999672e+00
2.175012000000000167e+00,-6.771098100000001452e+00
2.194740000000000357e+00,-6.965530639999998996e+00
2.214468000000000103e+00,-7.140506990000000442e+00
2.234196000000000293e+00,-7.297100489999998274e+00
2.253924000000000483e+00,-7.436327420000001354e+00
2.273652000000000228e+00,-7.559138089999999366e+00
2.293380000000000418e+00,-7.666477215000000456e+00
2.313108000000000164e+00,-7.759182935000000114e+00
2.332836000000000354e+00,-7.838091984999998374e+00
2.352564000000000544e+00,-7.903960480000000288e+00
2.372292000000000289e+00,-7.957538640000000996e+00
2.392020000000000479e+00,-7.999525744999999688e+00
2.411748000000000225e+00,-8.030572485000000427e+00
2.431476000000000415e+00,-8.051331944999999379e+00
2.451204000000000605e+00,-8.062384180000000455e+00
2.470932000000000350e+00,-8.064299075000000983e+00
2.490660000000000096e+00,-8.057614130000001040e+00
2.510388000000000286e+00,-8.042839364999998963e+00
2.530116000000000476e+00,-8.020463810000000748e+00
2.549844000000000221e+00,-7.990965829999998604e+00
2.569572000000000411e+00,-7.954770214999999922e+00
2.589300000000000157e+00,-7.912314544999999200e+00
2.609028000000000347e+00,-7.864010434999999077e+00
2.628756000000000537e+00,-7.810231185000001020e+00
2.648484000000000282e+00,-7.751351700000000733e+00
2.668212000000000472e+00,-7.687734250000000102e+00
2.687940000000000218e+00,-7.619703420000000449e+00
2.707668000000000408e+00,-7.547592934999999059e+00
2.727396000000000598e+00,-7.471719795000000275e+00
2.747124000000000343e+00,-7.392365589999998932e+00
2.766852000000000533e+00,-7.309828465000000719e+00
2.786580000000000723e+00,-7.224352364999999665e+00
2.806308000000000469e+00,-7.136211240000001510e+00
2.826036000000000659e+00,-7.045642275000000510e+00
2.845764000000000404e+00,-6.952891720000000220e+00
2.865492000000000594e+00,-6.858184364999999616e+00
2.885220000000000784e+00,-6.761718180000000800e+00
2.904948000000000530e+00,-6.663701525000000458e+00
2.924676000000000720e+00,-6.564340510000000073e+00
2.944404000000000465e+00,-6.463814090000000512e+00
2.964132000000000655e+00,-6.362305424999999737e+00
